UserId,Latitude,Longitude,SensorId,Timestamp,Units,SensorType,Radiation
CitizenScientist,0.192592,-119.908,M_3,2020-04-06 19:00:00,cpm,mobile,21.843
,0.15979,-119.807,S_13,2020-04-06 19:00:00,cpm,static,14.6563
XrayLady,0.04669,-119.738,M_23,2020-04-06 19:00:00,cpm,mobile,12.8667
UncleG,0.1739,-119.875,M_47,2020-04-06 19:00:00,cpm,mobile,39.4966
HiMarkHS,0.083348,-119.789,M_35,2020-04-06 19:00:00,cpm,mobile,30.7125
TaxiDriver,0.166221,-119.89,M_44,2020-04-06 19:00:00,cpm,mobile,41.371
MySensor,0.184739,-119.86,M_7,2020-04-06 19:00:00,cpm,mobile,12.0168
AlwaysGlowing,0.121702,-119.819,M_42,2020-04-06 19:00:00,cpm,mobile,33.2847
,0.04147,-119.829,S_11,2020-04-06 19:00:00,cpm,static,14.6007
AS-1,0.044271,-119.771,M_28,2020-04-06 19:00:00,cpm,mobile,13.9917
CitizenScientist,0.055812,-119.862,M_26,2020-04-06 19:00:00,cpm,mobile,32.8583
,0.15689,-119.959,S_1,2020-04-06 19:00:00,cpm,static,14.4692
,0.16849,-119.79,S_15,2020-04-06 19:00:00,cpm,static,14.5954
TestUnit,0.152946,-119.952,M_2,2020-04-06 19:00:00,cpm,mobile,26.2402
MySensor,0.180924,-119.876,M_9,2020-04-06 19:00:00,cpm,mobile,9.98167
,0.1218,-119.904,S_6,2020-04-06 19:00:00,cpm,static,14.5614
Bob,0.153367,-119.897,M_37,2020-04-06 19:00:00,cpm,mobile,8.25833
MySensor,0.161286,-119.862,M_49,2020-04-06 19:00:00,cpm,mobile,40.9625
RichardFox,0.201783,-119.887,M_11,2020-04-06 19:00:00,cpm,mobile,10.3276
CitizenScientist,0.095456,-119.9,M_16,2020-04-06 19:00:00,cpm,mobile,15.9141
CitizenScientist,0.047802,-119.748,M_21,2020-04-06 19:00:00,cpm,mobile,32.9944
CitizenScientist,0.139615,-119.83,M_15,2020-04-06 19:00:00,cpm,mobile,16.3
CitizenScientist,0.168827,-119.909,M_20,2020-04-06 19:00:00,cpm,mobile,41.3489
ASWillhiem,0.11194,-119.872,M_4,2020-04-06 19:00:00,cpm,mobile,15.1958
CitizenScientist,0.034558,-119.821,M_25,2020-04-06 19:00:00,cpm,mobile,27.5333
CitizenScientist,0.08327,-119.806,M_34,2020-04-06 19:00:00,cpm,mobile,30.2292
HSS,0.219694,-119.871,M_10,2020-04-06 19:00:00,cpm,mobile,10.5439
MySensor,0.188273,-119.903,M_50,2020-04-06 19:00:00,cpm,mobile,35.7819
UncleG,0.1739,-119.875,M_47,2020-04-06 20:00:00,cpm,mobile,39.6461
MySensor,0.187897,-119.967,M_1,2020-04-06 20:00:00,cpm,mobile,28.0634
CitizenScientist,0.15283,-119.852,M_36,2020-04-06 20:00:00,cpm,mobile,41.1889
CitizenScientist,0.149683,-119.905,M_19,2020-04-06 20:00:00,cpm,mobile,23.3417
ProfessorSievert,0.160328,-119.89,M_38,2020-04-06 20:00:00,cpm,mobile,41.1056
MySensor,0.18071,-119.849,M_7,2020-04-06 20:00:00,cpm,mobile,11.5806
AS-2,0.061971,-119.749,M_29,2020-04-06 20:00:00,cpm,mobile,13.7444
HiMarkHS,0.083348,-119.789,M_35,2020-04-06 20:00:00,cpm,mobile,30.9361
TaxiDriver,0.166221,-119.89,M_44,2020-04-06 20:00:00,cpm,mobile,40.5167
RadCurieous,0.112041,-119.872,M_31,2020-04-06 20:00:00,cpm,mobile,15.7083
PeterLovesCrystals54,0.082913,-119.732,M_30,2020-04-06 20:00:00,cpm,mobile,15.7
MySensor,0.201428,-119.855,M_6,2020-04-06 20:00:00,cpm,mobile,17.375
CitizenScientist,0.192592,-119.908,M_3,2020-04-06 20:00:00,cpm,mobile,21.3278
,0.15979,-119.807,S_13,2020-04-06 20:00:00,cpm,static,14.5331
CitizenScientist,0.09729,-119.809,M_33,2020-04-06 20:00:00,cpm,mobile,30.1347
,0.1218,-119.793,S_14,2020-04-06 20:00:00,cpm,static,14.5944
HiMarkHS,0.117483,-119.925,M_17,2020-04-06 20:00:00,cpm,mobile,31.9439
CitizenScientist,0.017157,-119.806,M_27,2020-04-06 20:00:00,cpm,mobile,22.5464
CitizenScientist,0.062383,-119.831,M_45,2020-04-06 20:00:00,cpm,mobile,38.3764
NeutronsAreFreeOfCharge,0.061816,-119.775,M_48,2020-04-06 20:00:00,cpm,mobile,42.6258
Ckimball,0.17368,-119.86,M_46,2020-04-06 20:00:00,cpm,mobile,41.605
,0.15689,-119.959,S_1,2020-04-06 20:00:00,cpm,static,14.5446
CitizenScientist,0.181249,-119.869,M_5,2020-04-06 20:00:00,cpm,mobile,16.4366
,0.15109,-119.91,S_4,2020-04-06 20:00:00,cpm,static,14.5344
CitizenScientist,0.028035,-119.841,M_24,2020-04-06 20:00:00,cpm,mobile,24.0736
,0.20764,-119.816,S_12,2020-04-06 20:00:00,cpm,static,14.6773
AS-3,0.138877,-119.842,M_14,2020-04-06 20:00:00,cpm,mobile,15.4417
HSS,0.042003,-119.761,M_22,2020-04-06 20:00:00,cpm,mobile,20.1236
CitizenScientist,0.190403,-119.842,M_12,2020-04-06 20:00:00,cpm,mobile,17.8847
TestUnit,0.16609,-119.962,M_2,2020-04-06 20:00:00,cpm,mobile,26.9478
MutantX,0.116612,-119.891,M_40,2020-04-06 20:00:00,cpm,mobile,31.2403
,0.18299,-119.856,S_9,2020-04-06 20:00:00,cpm,static,14.6386
Bob,0.153367,-119.897,M_37,2020-04-06 20:00:00,cpm,mobile,8.20694
GermanWrinkler43,0.12437,-119.769,M_32,2020-04-06 20:00:00,cpm,mobile,29.6972
CitizenScientist,0.119595,-119.859,M_43,2020-04-06 20:00:00,cpm,mobile,35.5431
CitizenScientist,0.121719,-119.883,M_41,2020-04-06 20:00:00,cpm,mobile,31.6764
MySensor,0.19817,-119.826,M_8,2020-04-06 20:00:00,cpm,mobile,10.555
CitizenScientist,0.055812,-119.862,M_26,2020-04-06 20:00:00,cpm,mobile,32.6306
CitizenScientist,0.125653,-119.88,M_39,2020-04-06 20:00:00,cpm,mobile,41.2111
,0.1218,-119.904,S_6,2020-04-06 20:00:00,cpm,static,14.6909
CitizenScientist,0.095456,-119.9,M_16,2020-04-06 20:00:00,cpm,mobile,15.7141
CitizenScientist,0.08327,-119.806,M_34,2020-04-06 20:00:00,cpm,mobile,31.1677
MySensor,0.161286,-119.862,M_49,2020-04-06 20:00:00,cpm,mobile,41.3972
AS-1,0.044271,-119.771,M_28,2020-04-06 20:00:00,cpm,mobile,14.1875
HSS,0.145178,-119.842,M_13,2020-04-06 20:00:00,cpm,mobile,16.1806
ASWillhiem,0.11194,-119.872,M_4,2020-04-06 20:00:00,cpm,mobile,16.3227
CitizenScientist,0.140016,-119.83,M_15,2020-04-06 20:00:00,cpm,mobile,15.4972
,0.04147,-119.829,S_11,2020-04-06 20:00:00,cpm,static,14.5848
CitizenScientist,0.034558,-119.821,M_25,2020-04-06 20:00:00,cpm,mobile,27.7528
MySensor,0.18622,-119.904,M_50,2020-04-06 20:00:00,cpm,mobile,35.4542
CitizenScientist,0.047802,-119.748,M_21,2020-04-06 20:00:00,cpm,mobile,33.3972
,0.16849,-119.79,S_15,2020-04-06 20:00:00,cpm,static,14.5966
XrayLady,0.04669,-119.738,M_23,2020-04-06 20:00:00,cpm,mobile,12.7764
HSS,0.219694,-119.871,M_10,2020-04-06 20:00:00,cpm,mobile,10.5552
CitizenScientist,0.153688,-119.913,M_20,2020-04-06 20:00:00,cpm,mobile,39.8385
RichardFox,0.201783,-119.887,M_11,2020-04-06 20:00:00,cpm,mobile,12.1277
MySensor,0.180924,-119.876,M_9,2020-04-06 20:00:00,cpm,mobile,10.5738
AlwaysGlowing,0.121702,-119.819,M_42,2020-04-06 20:00:00,cpm,mobile,35.2639
CitizenScientist,0.149683,-119.905,M_19,2020-04-06 21:00:00,cpm,mobile,23.2722
MySensor,0.18071,-119.849,M_7,2020-04-06 21:00:00,cpm,mobile,11.4893
AS-2,0.061971,-119.749,M_29,2020-04-06 21:00:00,cpm,mobile,14.4599
ProfessorSievert,0.160328,-119.89,M_38,2020-04-06 21:00:00,cpm,mobile,41.7319
UncleG,0.1739,-119.875,M_47,2020-04-06 21:00:00,cpm,mobile,39.7647
CitizenScientist,0.192592,-119.908,M_3,2020-04-06 21:00:00,cpm,mobile,21.2722
CitizenScientist,0.09729,-119.809,M_33,2020-04-06 21:00:00,cpm,mobile,30.7583
,0.1218,-119.904,S_6,2020-04-06 21:00:00,cpm,static,14.6176
RadCurieous,0.112041,-119.872,M_31,2020-04-06 21:00:00,cpm,mobile,15.9292
HSS,0.042003,-119.761,M_22,2020-04-06 21:00:00,cpm,mobile,20.2236
PeterLovesCrystals54,0.082913,-119.732,M_30,2020-04-06 21:00:00,cpm,mobile,15.9403
HiMarkHS,0.083348,-119.789,M_35,2020-04-06 21:00:00,cpm,mobile,31.2048
,0.15979,-119.807,S_13,2020-04-06 21:00:00,cpm,static,14.6958
CitizenScientist,0.190403,-119.842,M_12,2020-04-06 21:00:00,cpm,mobile,17.4784
HSS,0.219694,-119.871,M_10,2020-04-06 21:00:00,cpm,mobile,10.5342
,0.16849,-119.79,S_15,2020-04-06 21:00:00,cpm,static,14.6414
CitizenScientist,0.047802,-119.748,M_21,2020-04-06 21:00:00,cpm,mobile,33.8139
XrayLady,0.04669,-119.738,M_23,2020-04-06 21:00:00,cpm,mobile,12.7333
MySensor,0.161286,-119.862,M_49,2020-04-06 21:00:00,cpm,mobile,41.6056
CitizenScientist,0.149971,-119.914,M_20,2020-04-06 21:00:00,cpm,mobile,39.3947
RichardFox,0.201783,-119.887,M_11,2020-04-06 21:00:00,cpm,mobile,10.5543
HSS,0.145178,-119.842,M_13,2020-04-06 21:00:00,cpm,mobile,15.9736
TaxiDriver,0.166221,-119.89,M_44,2020-04-06 21:00:00,cpm,mobile,39.8736
MySensor,0.180924,-119.876,M_9,2020-04-06 21:00:00,cpm,mobile,10.99
MySensor,0.18622,-119.904,M_50,2020-04-06 21:00:00,cpm,mobile,36.5736
,0.15689,-119.959,S_1,2020-04-06 21:00:00,cpm,static,14.5055
,0.04147,-119.829,S_11,2020-04-06 21:00:00,cpm,static,14.6466
MySensor,0.201428,-119.855,M_6,2020-04-06 21:00:00,cpm,mobile,17.3236
AlwaysGlowing,0.121702,-119.819,M_42,2020-04-06 21:00:00,cpm,mobile,35.0222
TestUnit,0.173888,-119.967,M_2,2020-04-06 21:00:00,cpm,mobile,29.2275
CitizenScientist,0.15283,-119.852,M_36,2020-04-06 21:00:00,cpm,mobile,41.8639
MutantX,0.116612,-119.891,M_40,2020-04-06 21:00:00,cpm,mobile,31.0903
CitizenScientist,0.034558,-119.821,M_25,2020-04-06 21:00:00,cpm,mobile,28.1569
Bob,0.153367,-119.897,M_37,2020-04-06 21:00:00,cpm,mobile,8.15278
CitizenScientist,0.140016,-119.83,M_15,2020-04-06 21:00:00,cpm,mobile,17.2583
ASWillhiem,0.11194,-119.872,M_4,2020-04-06 21:00:00,cpm,mobile,15.0333
MySensor,0.19817,-119.826,M_8,2020-04-06 21:00:00,cpm,mobile,10.7617
CitizenScientist,0.121719,-119.883,M_41,2020-04-06 21:00:00,cpm,mobile,32.025
AS-1,0.044271,-119.771,M_28,2020-04-06 21:00:00,cpm,mobile,14.2319
,0.18299,-119.856,S_9,2020-04-06 21:00:00,cpm,static,14.6304
CitizenScientist,0.095456,-119.9,M_16,2020-04-06 21:00:00,cpm,mobile,15.8633
CitizenScientist,0.055812,-119.862,M_26,2020-04-06 21:00:00,cpm,mobile,33.0014
CitizenScientist,0.08327,-119.806,M_34,2020-04-06 21:00:00,cpm,mobile,30.2292
GermanWrinkler43,0.12437,-119.769,M_32,2020-04-06 21:00:00,cpm,mobile,29.6667
MySensor,0.187897,-119.967,M_1,2020-04-06 21:00:00,cpm,mobile,27.9017
CitizenScientist,0.125485,-119.861,M_43,2020-04-06 21:00:00,cpm,mobile,33.2708
CitizenScientist,0.062383,-119.831,M_45,2020-04-06 21:00:00,cpm,mobile,39.6417
,0.20764,-119.816,S_12,2020-04-06 21:00:00,cpm,static,14.6676
,0.15109,-119.91,S_4,2020-04-06 21:00:00,cpm,static,14.6273
CitizenScientist,0.028035,-119.841,M_24,2020-04-06 21:00:00,cpm,mobile,24.3611
CitizenScientist,0.191073,-119.869,M_5,2020-04-06 21:00:00,cpm,mobile,15.6196
CitizenScientist,0.017157,-119.806,M_27,2020-04-06 21:00:00,cpm,mobile,22.8883
AS-3,0.138877,-119.842,M_14,2020-04-06 21:00:00,cpm,mobile,15.9167
,0.1218,-119.793,S_14,2020-04-06 21:00:00,cpm,static,14.7033
HiMarkHS,0.117483,-119.925,M_17,2020-04-06 21:00:00,cpm,mobile,32.177
NeutronsAreFreeOfCharge,0.061816,-119.775,M_48,2020-04-06 21:00:00,cpm,mobile,41.3167
CitizenScientist,0.125653,-119.88,M_39,2020-04-06 21:00:00,cpm,mobile,41.2389
Ckimball,0.17368,-119.86,M_46,2020-04-06 21:00:00,cpm,mobile,38.8418
CitizenScientist,0.08327,-119.806,M_34,2020-04-06 22:00:00,cpm,mobile,29.8764
MySensor,0.18622,-119.904,M_50,2020-04-06 22:00:00,cpm,mobile,36.7167
ASWillhiem,0.11194,-119.872,M_4,2020-04-06 22:00:00,cpm,mobile,15.0125
CitizenScientist,0.140016,-119.83,M_15,2020-04-06 22:00:00,cpm,mobile,15.3986
CitizenScientist,0.034558,-119.821,M_25,2020-04-06 22:00:00,cpm,mobile,28.0431
Bob,0.153367,-119.897,M_37,2020-04-06 22:00:00,cpm,mobile,8.49583
MySensor,0.19817,-119.826,M_8,2020-04-06 22:00:00,cpm,mobile,10.8735
CitizenScientist,0.095456,-119.9,M_16,2020-04-06 22:00:00,cpm,mobile,15.9363
,0.1218,-119.904,S_6,2020-04-06 22:00:00,cpm,static,14.534
TestUnit,0.173888,-119.967,M_2,2020-04-06 22:00:00,cpm,mobile,27.93
CitizenScientist,0.125485,-119.861,M_43,2020-04-06 22:00:00,cpm,mobile,33.4361
CitizenScientist,0.055812,-119.862,M_26,2020-04-06 22:00:00,cpm,mobile,32.8361
,0.15689,-119.959,S_1,2020-04-06 22:00:00,cpm,static,14.5787
AS-1,0.044271,-119.771,M_28,2020-04-06 22:00:00,cpm,mobile,14.2389
HiMarkHS,0.083348,-119.789,M_35,2020-04-06 22:00:00,cpm,mobile,30.7056
MySensor,0.161286,-119.862,M_49,2020-04-06 22:00:00,cpm,mobile,42.1892
HSS,0.219694,-119.871,M_10,2020-04-06 22:00:00,cpm,mobile,10.5262
AlwaysGlowing,0.121702,-119.819,M_42,2020-04-06 22:00:00,cpm,mobile,34.4208
CitizenScientist,0.149971,-119.914,M_20,2020-04-06 22:00:00,cpm,mobile,39.8953
MySensor,0.18071,-119.849,M_7,2020-04-06 22:00:00,cpm,mobile,12.2508
TaxiDriver,0.166221,-119.89,M_44,2020-04-06 22:00:00,cpm,mobile,40.2444
,0.04147,-119.829,S_11,2020-04-06 22:00:00,cpm,static,14.5843
CitizenScientist,0.047802,-119.748,M_21,2020-04-06 22:00:00,cpm,mobile,33.6306
RichardFox,0.201783,-119.887,M_11,2020-04-06 22:00:00,cpm,mobile,10.449
CitizenScientist,0.15283,-119.852,M_36,2020-04-06 22:00:00,cpm,mobile,41.4972
,0.15979,-119.807,S_13,2020-04-06 22:00:00,cpm,static,14.4822
XrayLady,0.04669,-119.738,M_23,2020-04-06 22:00:00,cpm,mobile,12.7694
UncleG,0.1739,-119.875,M_47,2020-04-06 22:00:00,cpm,mobile,39.1154
,0.16849,-119.79,S_15,2020-04-06 22:00:00,cpm,static,14.5301
MySensor,0.180924,-119.876,M_9,2020-04-06 22:00:00,cpm,mobile,10.4619
HSS,0.145178,-119.842,M_13,2020-04-06 22:00:00,cpm,mobile,15.9639
RadCurieous,0.112041,-119.872,M_31,2020-04-06 22:00:00,cpm,mobile,15.9306
AS-2,0.061971,-119.749,M_29,2020-04-06 22:00:00,cpm,mobile,13.8681
ProfessorSievert,0.160328,-119.89,M_38,2020-04-06 22:00:00,cpm,mobile,41.3667
CitizenScientist,0.149683,-119.905,M_19,2020-04-06 22:00:00,cpm,mobile,22.7944
CitizenScientist,0.09729,-119.809,M_33,2020-04-06 22:00:00,cpm,mobile,30.1208
PeterLovesCrystals54,0.082913,-119.732,M_30,2020-04-06 22:00:00,cpm,mobile,15.9875
CitizenScientist,0.028035,-119.841,M_24,2020-04-06 22:00:00,cpm,mobile,24.3056
HSS,0.042003,-119.761,M_22,2020-04-06 22:00:00,cpm,mobile,20.0139
CitizenScientist,0.190403,-119.842,M_12,2020-04-06 22:00:00,cpm,mobile,17.4201
CitizenScientist,0.192592,-119.908,M_3,2020-04-06 22:00:00,cpm,mobile,21.2347
,0.20764,-119.816,S_12,2020-04-06 22:00:00,cpm,static,14.6432
MutantX,0.116612,-119.891,M_40,2020-04-06 22:00:00,cpm,mobile,31.1306
CitizenScientist,0.121719,-119.883,M_41,2020-04-06 22:00:00,cpm,mobile,32.0653
CitizenScientist,0.125653,-119.88,M_39,2020-04-06 22:00:00,cpm,mobile,41.5097
Ckimball,0.17368,-119.86,M_46,2020-04-06 22:00:00,cpm,mobile,39.5253
NeutronsAreFreeOfCharge,0.061816,-119.775,M_48,2020-04-06 22:00:00,cpm,mobile,41.5139
CitizenScientist,0.191073,-119.869,M_5,2020-04-06 22:00:00,cpm,mobile,15.3015
MySensor,0.187897,-119.967,M_1,2020-04-06 22:00:00,cpm,mobile,27.9425
GermanWrinkler43,0.12437,-119.769,M_32,2020-04-06 22:00:00,cpm,mobile,29.6153
AS-3,0.138877,-119.842,M_14,2020-04-06 22:00:00,cpm,mobile,16.1611
CitizenScientist,0.062383,-119.831,M_45,2020-04-06 22:00:00,cpm,mobile,39.6097
,0.15109,-119.91,S_4,2020-04-06 22:00:00,cpm,static,14.4845
,0.18299,-119.856,S_9,2020-04-06 22:00:00,cpm,static,14.7481
MySensor,0.201428,-119.855,M_6,2020-04-06 22:00:00,cpm,mobile,17.3389
,0.1218,-119.793,S_14,2020-04-06 22:00:00,cpm,static,15.8538
CitizenScientist,0.017157,-119.806,M_27,2020-04-06 22:00:00,cpm,mobile,23.0164
HiMarkHS,0.117483,-119.925,M_17,2020-04-06 22:00:00,cpm,mobile,33.7074
CitizenScientist,0.149971,-119.914,M_20,2020-04-06 23:00:00,cpm,mobile,40.5009
CitizenScientist,0.08327,-119.806,M_34,2020-04-06 23:00:00,cpm,mobile,30.0708
CitizenScientist,0.095456,-119.9,M_16,2020-04-06 23:00:00,cpm,mobile,17.3655
CitizenScientist,0.047802,-119.748,M_21,2020-04-06 23:00:00,cpm,mobile,33.775
RichardFox,0.201783,-119.887,M_11,2020-04-06 23:00:00,cpm,mobile,10.3216
,0.16849,-119.79,S_15,2020-04-06 23:00:00,cpm,static,14.6142
MySensor,0.18622,-119.904,M_50,2020-04-06 23:00:00,cpm,mobile,37.1681
CitizenScientist,0.034558,-119.821,M_25,2020-04-06 23:00:00,cpm,mobile,28.3444
ASWillhiem,0.11194,-119.872,M_4,2020-04-06 23:00:00,cpm,mobile,15.0931
CitizenScientist,0.055812,-119.862,M_26,2020-04-06 23:00:00,cpm,mobile,32.5319
HSS,0.219694,-119.871,M_10,2020-04-06 23:00:00,cpm,mobile,10.5471
CitizenScientist,0.140016,-119.83,M_15,2020-04-06 23:00:00,cpm,mobile,15.7986
AS-1,0.044271,-119.771,M_28,2020-04-06 23:00:00,cpm,mobile,14.0347
MySensor,0.180924,-119.876,M_9,2020-04-06 23:00:00,cpm,mobile,11.0754
Bob,0.153367,-119.897,M_37,2020-04-06 23:00:00,cpm,mobile,8.56944
MySensor,0.161286,-119.862,M_49,2020-04-06 23:00:00,cpm,mobile,41.2986
CitizenScientist,0.125653,-119.88,M_39,2020-04-06 23:00:00,cpm,mobile,41.4153
CitizenScientist,0.121719,-119.883,M_41,2020-04-06 23:00:00,cpm,mobile,32.0917
MySensor,0.19817,-119.826,M_8,2020-04-06 23:00:00,cpm,mobile,10.0336
,0.15109,-119.91,S_4,2020-04-06 23:00:00,cpm,static,14.6273
,0.1218,-119.793,S_14,2020-04-06 23:00:00,cpm,static,14.5987
HiMarkHS,0.117483,-119.925,M_17,2020-04-06 23:00:00,cpm,mobile,33.5622
CitizenScientist,0.062383,-119.831,M_45,2020-04-06 23:00:00,cpm,mobile,39.1097
CitizenScientist,0.191073,-119.869,M_5,2020-04-06 23:00:00,cpm,mobile,15.4908
NeutronsAreFreeOfCharge,0.061816,-119.775,M_48,2020-04-06 23:00:00,cpm,mobile,41.7472
GermanWrinkler43,0.12437,-119.769,M_32,2020-04-06 23:00:00,cpm,mobile,29.6167
,0.18299,-119.856,S_9,2020-04-06 23:00:00,cpm,static,14.6546
CitizenScientist,0.125485,-119.861,M_43,2020-04-06 23:00:00,cpm,mobile,32.6056
MutantX,0.116612,-119.891,M_40,2020-04-06 23:00:00,cpm,mobile,31.1708
HSS,0.042003,-119.761,M_22,2020-04-06 23:00:00,cpm,mobile,19.7764
,0.1218,-119.904,S_6,2020-04-06 23:00:00,cpm,static,14.6045
CitizenScientist,0.190403,-119.842,M_12,2020-04-06 23:00:00,cpm,mobile,17.5688
TestUnit,0.173888,-119.967,M_2,2020-04-06 23:00:00,cpm,mobile,27.2899
AS-3,0.138877,-119.842,M_14,2020-04-06 23:00:00,cpm,mobile,16.1639
,0.20764,-119.816,S_12,2020-04-06 23:00:00,cpm,static,14.4691
,0.15689,-119.959,S_1,2020-04-06 23:00:00,cpm,static,14.5795
AS-2,0.061971,-119.749,M_29,2020-04-06 23:00:00,cpm,mobile,14.1958
PeterLovesCrystals54,0.082913,-119.732,M_30,2020-04-06 23:00:00,cpm,mobile,15.7917
CitizenScientist,0.149683,-119.905,M_19,2020-04-06 23:00:00,cpm,mobile,24.3287
CitizenScientist,0.017157,-119.806,M_27,2020-04-06 23:00:00,cpm,mobile,24.9172
CitizenScientist,0.09729,-119.809,M_33,2020-04-06 23:00:00,cpm,mobile,30.0736
RadCurieous,0.112041,-119.872,M_31,2020-04-06 23:00:00,cpm,mobile,15.8819
Ckimball,0.17368,-119.86,M_46,2020-04-06 23:00:00,cpm,mobile,39.3611
CitizenScientist,0.028035,-119.841,M_24,2020-04-06 23:00:00,cpm,mobile,24.7056
CitizenScientist,0.192592,-119.908,M_3,2020-04-06 23:00:00,cpm,mobile,21.3694
,0.15979,-119.807,S_13,2020-04-06 23:00:00,cpm,static,14.5437
,0.04147,-119.829,S_11,2020-04-06 23:00:00,cpm,static,14.5577
HiMarkHS,0.083348,-119.789,M_35,2020-04-06 23:00:00,cpm,mobile,30.7375
AlwaysGlowing,0.121702,-119.819,M_42,2020-04-06 23:00:00,cpm,mobile,34.9486
MySensor,0.18071,-119.849,M_7,2020-04-06 23:00:00,cpm,mobile,12.2
TaxiDriver,0.166221,-119.89,M_44,2020-04-06 23:00:00,cpm,mobile,40.4597
ProfessorSievert,0.160328,-119.89,M_38,2020-04-06 23:00:00,cpm,mobile,41.4903
MySensor,0.201428,-119.855,M_6,2020-04-06 23:00:00,cpm,mobile,18.2133
XrayLady,0.04669,-119.738,M_23,2020-04-06 23:00:00,cpm,mobile,12.8403
MySensor,0.187897,-119.967,M_1,2020-04-06 23:00:00,cpm,mobile,29.1429
CitizenScientist,0.15283,-119.852,M_36,2020-04-06 23:00:00,cpm,mobile,41.0236
UncleG,0.1739,-119.875,M_47,2020-04-06 23:00:00,cpm,mobile,39.3257
HSS,0.145178,-119.842,M_13,2020-04-06 23:00:00,cpm,mobile,16.3625
AS-2,0.061971,-119.749,M_29,2020-04-07 00:00:00,cpm,mobile,14.3042
PeterLovesCrystals54,0.082913,-119.732,M_30,2020-04-07 00:00:00,cpm,mobile,16.5235
MySensor,0.18071,-119.849,M_7,2020-04-07 00:00:00,cpm,mobile,12.1042
CitizenScientist,0.190403,-119.842,M_12,2020-04-07 00:00:00,cpm,mobile,17.6287
CitizenScientist,0.149683,-119.905,M_19,2020-04-07 00:00:00,cpm,mobile,22.9111
,0.15979,-119.807,S_13,2020-04-07 00:00:00,cpm,static,14.6963
CitizenScientist,0.192592,-119.908,M_3,2020-04-07 00:00:00,cpm,mobile,21.1875
HSS,0.042003,-119.761,M_22,2020-04-07 00:00:00,cpm,mobile,19.7153
RadCurieous,0.112041,-119.872,M_31,2020-04-07 00:00:00,cpm,mobile,15.8306
MySensor,0.187897,-119.967,M_1,2020-04-07 00:00:00,cpm,mobile,28.5286
UncleG,0.1739,-119.875,M_47,2020-04-07 00:00:00,cpm,mobile,39.1111
ProfessorSievert,0.160328,-119.89,M_38,2020-04-07 00:00:00,cpm,mobile,42.1431
CitizenScientist,0.09729,-119.809,M_33,2020-04-07 00:00:00,cpm,mobile,29.8917
CitizenScientist,0.191073,-119.869,M_5,2020-04-07 00:00:00,cpm,mobile,15.5485
Ckimball,0.17368,-119.86,M_46,2020-04-07 00:00:00,cpm,mobile,39.5125
TestUnit,0.173888,-119.967,M_2,2020-04-07 00:00:00,cpm,mobile,27.5169
CitizenScientist,0.062383,-119.831,M_45,2020-04-07 00:00:00,cpm,mobile,39.5833
NeutronsAreFreeOfCharge,0.061816,-119.775,M_48,2020-04-07 00:00:00,cpm,mobile,41.4736
CitizenScientist,0.028035,-119.841,M_24,2020-04-07 00:00:00,cpm,mobile,24.1542
,0.20764,-119.816,S_12,2020-04-07 00:00:00,cpm,static,14.6156
MutantX,0.116612,-119.891,M_40,2020-04-07 00:00:00,cpm,mobile,30.8181
,0.15109,-119.91,S_4,2020-04-07 00:00:00,cpm,static,14.5664
AS-3,0.138877,-119.842,M_14,2020-04-07 00:00:00,cpm,mobile,16.7511
CitizenScientist,0.125653,-119.88,M_39,2020-04-07 00:00:00,cpm,mobile,41.1458
MySensor,0.201428,-119.855,M_6,2020-04-07 00:00:00,cpm,mobile,18.3224
,0.1218,-119.793,S_14,2020-04-07 00:00:00,cpm,static,14.6315
HiMarkHS,0.117483,-119.925,M_17,2020-04-07 00:00:00,cpm,mobile,33.0264
CitizenScientist,0.017157,-119.806,M_27,2020-04-07 00:00:00,cpm,mobile,24.4069
CitizenScientist,0.121719,-119.883,M_41,2020-04-07 00:00:00,cpm,mobile,31.8861
CitizenScientist,0.034558,-119.821,M_25,2020-04-07 00:00:00,cpm,mobile,28.0681
,0.15689,-119.959,S_1,2020-04-07 00:00:00,cpm,static,14.6096
CitizenScientist,0.095456,-119.9,M_16,2020-04-07 00:00:00,cpm,mobile,16.2695
CitizenScientist,0.08327,-119.806,M_34,2020-04-07 00:00:00,cpm,mobile,30.1694
CitizenScientist,0.140016,-119.83,M_15,2020-04-07 00:00:00,cpm,mobile,16.3187
CitizenScientist,0.055812,-119.862,M_26,2020-04-07 00:00:00,cpm,mobile,32.9681
MySensor,0.19817,-119.826,M_8,2020-04-07 00:00:00,cpm,mobile,10.7785
CitizenScientist,0.125485,-119.861,M_43,2020-04-07 00:00:00,cpm,mobile,32.9028
GermanWrinkler43,0.12437,-119.769,M_32,2020-04-07 00:00:00,cpm,mobile,29.7583
,0.1218,-119.904,S_6,2020-04-07 00:00:00,cpm,static,14.563
Bob,0.153367,-119.897,M_37,2020-04-07 00:00:00,cpm,mobile,8.25694
,0.18299,-119.856,S_9,2020-04-07 00:00:00,cpm,static,14.6059
AS-1,0.044271,-119.771,M_28,2020-04-07 00:00:00,cpm,mobile,13.7778
ASWillhiem,0.11194,-119.872,M_4,2020-04-07 00:00:00,cpm,mobile,14.8806
AlwaysGlowing,0.121702,-119.819,M_42,2020-04-07 00:00:00,cpm,mobile,35.2764
CitizenScientist,0.047802,-119.748,M_21,2020-04-07 00:00:00,cpm,mobile,33.25
